Date,County,Total_Cases,Negatives,Deaths
4/22/20,Susquehanna,71,185,4
4/22/20,Tioga,15,184,2
4/22/20,Union,30,429,0
4/22/20,Venango,6,191,0
4/22/20,Warren,2,137,1
4/22/20,Washington,87,1616,2
4/22/20,Wayne,86,408,3
4/22/20,Westmoreland,300,3581,20
4/22/20,Wyoming,17,83,1
4/22/20,York,531,5585,14
4/21/20,Adams,91,1237,2
4/21/20,Allegheny,1059,11611,67
4/21/20,Armstrong,38,474,2
4/21/20,Beaver,303,1628,43
4/21/20,Bedford,16,109,1
4/21/20,Berks,1988,4011,82
4/21/20,Blair,14,646,0
4/21/20,Bradford,31,408,5
4/21/20,Bucks,1917,5884,116
4/21/20,Butler,162,1840,6
4/21/20,Cambria,20,567,2
4/21/20,Cameron,1,19,0
4/21/20,Carbon,150,793,11
4/21/20,Centre,77,605,2
4/21/20,Chester,919,4075,65
4/21/20,Clarion,18,382,1
4/21/20,Clearfield,11,331,0
4/21/20,Clinton,11,114,0
4/21/20,Columbia,225,220,8
4/21/20,Crawford,17,554,0
4/21/20,Cumberland,194,935,6
4/21/20,Dauphin,400,2448,11
4/21/20,Delaware,2654,6540,118
4/21/20,Elk,2,119,0
4/21/20,Erie,60,1340,0
4/21/20,Fayette,69,1376,3
4/21/20,Forest,7,21,0
4/21/20,Franklin,143,2244,10
4/21/20,Fulton,2,55,0
4/21/20,Greene,25,332,0
4/21/20,Huntingdon,13,182,0
4/21/20,Indiana,55,453,4
4/21/20,Jefferson,3,258,0
4/21/20,Juniata,72,71,0
4/21/20,Lackawanna,666,1612,53
4/21/20,Lancaster,1295,5956,88
4/21/20,Lawrence,60,537,6
4/21/20,Lebanon,525,2033,8
4/21/20,Lehigh,2295,5883,49
4/21/20,Luzerne,1800,3449,50
4/21/20,Lycoming,42,796,2
4/21/20,McKean,5,132,0
4/21/20,Mercer,59,519,1
4/21/20,Mifflin,21,527,0
4/21/20,Monroe,995,2088,46
4/21/20,Montgomery,3154,12482,223
4/21/20,Montour,47,2933,0
4/21/20,Northampton,1544,5004,43
4/21/20,Northumberland,77,288,0
4/21/20,Perry,20,126,1
4/21/20,Philadelphia,9391,20817,363
4/21/20,Pike,314,1001,12
4/21/20,Potter,4,61,0
4/21/20,Schuylkill,277,1501,7
4/21/20,Snyder,30,133,1
4/21/20,Somerset,19,361,0
4/21/20,Sullivan,1,24,0
4/21/20,Susquehanna,71,182,4
4/21/20,Tioga,15,177,2
4/21/20,Union,29,424,0
4/21/20,Venango,6,190,0
4/21/20,Warren,2,137,1
4/21/20,Washington,86,1577,2
4/21/20,Wayne,86,403,3
4/21/20,Westmoreland,291,3529,20
4/21/20,Wyoming,17,78,1
4/21/20,York,517,5481,13
4/20/20,Adams,85,1208,1
4/20/20,Allegheny,1042,11348,55
4/20/20,Armstrong,38,459,2
4/20/20,Beaver,298,1621,36
4/20/20,Bedford,15,103,1
4/20/20,Berks,1945,3948,74
4/20/20,Blair,14,637,0
4/20/20,Bradford,25,391,1
4/20/20,Bucks,1812,5742,90
4/20/20,Butler,161,1801,5
4/20/20,Cambria,19,499,1
4/20/20,Cameron,1,19,0
4/20/20,Carbon,144,781,9
4/20/20,Centre,73,605,1
4/20/20,Chester,883,3994,44
4/20/20,Clarion,18,376,1
4/20/20,Clearfield,11,327,0
4/20/20,Clinton,11,109,0
4/20/20,Columbia,208,194,7
4/20/20,Crawford,16,549,0
4/20/20,Cumberland,186,904,4
4/20/20,Dauphin,386,2396,9
4/20/20,Delaware,2484,6398,99
4/20/20,Elk,2,118,0
4/20/20,Erie,60,1335,0
4/20/20,Fayette,67,1354,3
4/20/20,Forest,7,21,0
4/20/20,Franklin,115,2174,0
4/20/20,Fulton,2,54,0
4/20/20,Greene,25,324,0
4/20/20,Huntingdon,13,179,0
4/20/20,Indiana,53,439,4
4/20/20,Jefferson,3,255,0
4/20/20,Juniata,72,69,0
4/20/20,Lackawanna,646,1573,41
4/20/20,Lancaster,1236,5808,66
4/20/20,Lawrence,59,531,5
4/20/20,Lebanon,502,1972,5
4/20/20,Lehigh,2245,5792,33
4/20/20,Luzerne,1767,3399,36
4/20/20,Lycoming,40,775,0
4/20/20,McKean,4,123,0
4/20/20,Mercer,59,500,1
4/20/20,Mifflin,20,523,0
4/20/20,Monroe,970,2061,39
4/20/20,Montgomery,3040,12304,184
4/20/20,Montour,48,2931,0
4/20/20,Northampton,1469,4868,36
4/20/20,Northumberland,73,274,0
4/20/20,Perry,20,119,1
4/20/20,Philadelphia,9038,20477,262
4/20/20,Pike,304,982,9
4/20/20,Potter,4,55,0
4/20/20,Schuylkill,267,1473,5
4/20/20,Snyder,28,128,1
4/20/20,Somerset,19,336,0
4/20/20,Sullivan,1,24,0
4/20/20,Susquehanna,66,177,4
4/20/20,Tioga,14,175,1
4/20/20,Union,28,412,0
4/20/20,Venango,6,189,0
4/20/20,Warren,1,135,0
4/20/20,Washington,83,1553,2
4/20/20,Wayne,85,402,3
4/20/20,Westmoreland,286,3481,16
4/20/20,Wyoming,17,77,1
4/20/20,York,493,5360,6
4/19/20,Adams,80,1173,1
4/19/20,Allegheny,1035,11162,50
4/19/20,Armstrong,38,448,2
4/19/20,Beaver,288,1609,32
4/19/20,Bedford,15,102,1
4/19/20,Berks,1898,3883,65
4/19/20,Blair,13,634,0
4/19/20,Bradford,25,369,1
4/19/20,Bucks,1722,5527,84
4/19/20,Butler,161,1756,5
4/19/20,Cambria,19,496,1
4/19/20,Cameron,1,19,0
4/19/20,Carbon,140,766,8
4/19/20,Centre,73,596,1
4/19/20,Chester,839,3902,42
4/19/20,Clarion,18,371,1
4/19/20,Clearfield,11,322,0
4/19/20,Clinton,11,103,0
4/19/20,Columbia,202,174,6
4/19/20,Crawford,16,547,0
4/19/20,Cumberland,182,867,4
4/19/20,Dauphin,368,2351,9
4/19/20,Delaware,2405,6232,90
4/19/20,Elk,2,117,0
4/19/20,Erie,58,1303,0
4/19/20,Fayette,66,1328,3
4/19/20,Forest,7,21,0
4/19/20,Franklin,111,2131,0
4/19/20,Fulton,2,52,0
4/19/20,Greene,24,322,0
4/19/20,Huntingdon,13,180,0
4/19/20,Indiana,51,426,4
4/19/20,Jefferson,2,246,0
4/19/20,Juniata,70,67,0
4/19/20,Lackawanna,636,1521,41
4/19/20,Lancaster,1188,5663,60
4/19/20,Lawrence,59,521,5
4/19/20,Lebanon,484,1923,4
4/19/20,Lehigh,2203,5693,32
4/19/20,Luzerne,1741,3223,34
4/19/20,Lycoming,37,750,0
4/19/20,McKean,4,123,0
4/19/20,Mercer,59,439,1
4/19/20,Mifflin,20,516,0
4/19/20,Monroe,963,2034,38
4/19/20,Montgomery,2913,11970,164
4/19/20,Montour,48,2924,0
4/19/20,Northampton,1441,4788,36
4/19/20,Northumberland,67,263,0
4/19/20,Perry,20,112,1
4/19/20,Philadelphia,8764,19928,240
4/19/20,Pike,301,964,8
4/19/20,Potter,4,51,0
4/19/20,Schuylkill,261,1450,5
4/19/20,Snyder,27,120,1
4/19/20,Somerset,18,323,0
4/19/20,Sullivan,1,22,0
4/19/20,Susquehanna,63,167,3
4/19/20,Tioga,14,169,1
4/19/20,Union,27,407,0
4/19/20,Venango,6,188,0
4/19/20,Warren,1,133,0
4/19/20,Washington,82,1514,2
4/19/20,Wayne,84,380,3
4/19/20,Westmoreland,284,3382,16
4/19/20,Wyoming,17,73,1
4/19/20,York,481,5234,6
4/18/20,Adams,74,1144,1
4/18/20,Allegheny,1009,10870,47
4/18/20,Armstrong,36,442,2
4/18/20,Beaver,278,1603,31
4/18/20,Bedford,14,88,1
4/18/20,Berks,1748,3691,40
4/18/20,Blair,13,605,0
4/18/20,Bradford,24,367,0
4/18/20,Bucks,1619,5291,75
4/18/20,Butler,160,1738,5
4/18/20,Cambria,17,445,1
4/18/20,Cameron,1,19,0
4/18/20,Carbon,136,744,8
4/18/20,Centre,73,588,1
4/18/20,Chester,796,3772,36
4/18/20,Clarion,18,370,1
4/18/20,Clearfield,9,314,0
4/18/20,Clinton,11,96,0
4/18/20,Columbia,184,146,4
4/18/20,Crawford,16,543,0
4/18/20,Cumberland,176,825,4
4/18/20,Dauphin,343,2284,9
4/18/20,Delaware,2317,6047,77
4/18/20,Elk,2,109,0
4/18/20,Erie,58,1271,0
4/18/20,Fayette,66,1311,3
4/18/20,Forest,7,21,0
4/18/20,Franklin,106,2073,0
4/18/20,Fulton,2,52,0
4/18/20,Greene,24,317,0
4/18/20,Huntingdon,12,177,0
4/18/20,Indiana,47,410,4
4/18/20,Jefferson,2,240,0
4/18/20,Juniata,66,62,0
4/18/20,Lackawanna,620,1466,35
4/18/20,Lancaster,1113,5476,36
4/18/20,Lawrence,60,513,5
4/18/20,Lebanon,458,1864,4
4/18/20,Lehigh,2141,5561,29
4/18/20,Luzerne,1712,3113,32
4/18/20,Lycoming,36,723,0
4/18/20,McKean,4,122,0
4/18/20,Mercer,57,428,1
4/18/20,Mifflin,19,516,0
4/18/20,Monroe,943,1997,34
4/18/20,Montgomery,2781,11567,106
4/18/20,Montour,49,2917,0
4/18/20,Northampton,1396,4682,29
4/18/20,Northumberland,67,247,0
4/18/20,Perry,20,109,1
4/18/20,Philadelphia,8502,19417,136
4/18/20,Pike,295,923,8
4/18/20,Potter,4,50,0
4/18/20,Schuylkill,254,1411,5
4/18/20,Snyder,27,119,1
4/18/20,Somerset,17,289,0
4/18/20,Sullivan,1,20,0
4/18/20,Susquehanna,59,156,1
4/18/20,Tioga,14,166,1
4/18/20,Union,27,401,0
4/18/20,Venango,6,183,0
4/18/20,Warren,1,130,0
4/18/20,Washington,79,1492,2
4/18/20,Wayne,84,360,2
4/18/20,Westmoreland,280,3269,13
4/18/20,Wyoming,16,70,1
4/18/20,York,463,5064,4
4/17/20,Adams,70,1118,1
4/17/20,Allegheny,947,10199,43
4/17/20,Armstrong,32,424,2
4/17/20,Beaver,178,1478,15
4/17/20,Bedford,13,83,1
4/17/20,Berks,1537,3432,34
4/17/20,Blair,14,589,0
4/17/20,Bradford,20,334,0
4/17/20,Bucks,1524,5139,64
4/17/20,Butler,157,1682,5
4/17/20,Cambria,14,432,1
4/17/20,Cameron,1,19,0
4/17/20,Carbon,118,722,7
4/17/20,Centre,73,570,1
4/17/20,Chester,739,3606,30
4/17/20,Clarion,18,362,0
4/17/20,Clearfield,9,303,0
4/17/20,Clinton,10,87,0
4/17/20,Columbia,166,117,3
4/17/20,Crawford,16,531,0
4/17/20,Cumberland,154,761,4
4/17/20,Dauphin,311,2178,7
4/17/20,Delaware,2226,5825,73
4/17/20,Elk,2,107,0
4/17/20,Erie,48,1213,0
4/17/20,Fayette,66,1263,3
4/17/20,Forest,7,21,0
4/17/20,Franklin,89,2009,0
4/17/20,Fulton,2,51,0
4/17/20,Greene,24,299,0
4/17/20,Huntingdon,12,173,0
4/17/20,Indiana,45,390,3
4/17/20,Jefferson,2,231,0
4/17/20,Juniata,63,51,0
4/17/20,Lackawanna,592,1386,30
4/17/20,Lancaster,1030,5217,35
4/17/20,Lawrence,59,490,5
4/17/20,Lebanon,424,1778,2
4/17/20,Lehigh,2092,5441,29
4/17/20,Luzerne,1668,2960,31
4/17/20,Lycoming,32,689,0
4/17/20,McKean,4,108,0
4/17/20,Mercer,56,391,1
4/17/20,Mifflin,17,491,0
4/17/20,Monroe,929,1952,29
4/17/20,Montgomery,2684,11330,97
4/17/20,Montour,48,2854,0
4/17/20,Northampton,1335,4550,27
4/17/20,Northumberland,60,218,0
4/17/20,Perry,18,101,1
4/17/20,Philadelphia,8138,18755,136
4/17/20,Pike,290,900,8
4/17/20,Potter,4,46,0
4/17/20,Schuylkill,244,1375,4
4/17/20,Snyder,25,112,1
4/17/20,Somerset,15,277,0
4/17/20,Sullivan,1,19,0
4/17/20,Susquehanna,58,147,1
4/17/20,Tioga,14,153,1
4/17/20,Union,26,391,0
4/17/20,Venango,6,177,0
4/17/20,Warren,1,125,0
4/17/20,Washington,75,1320,1
4/17/20,Wayne,81,344,2
4/17/20,Westmoreland,249,3107,13
4/17/20,Wyoming,16,59,1
4/17/20,York,443,4870,4
4/16/20,Adams,67,1088,1
4/16/20,Allegheny,925,9939,38
4/16/20,Armstrong,32,401,1
4/16/20,Beaver,168,1451,14
4/16/20,Bedford,11,79,1
4/16/20,Berks,1419,3306,31
4/16/20,Blair,13,580,0
4/16/20,Bradford,19,325,0
4/16/20,Bucks,1407,4921,56
4/16/20,Butler,154,1619,5
4/16/20,Cambria,14,378,1
4/16/20,Cameron,1,19,0
4/16/20,Carbon,113,705,6
4/16/20,Centre,73,562,0
4/16/20,Chester,699,3485,28
4/16/20,Clarion,17,360,0
4/16/20,Clearfield,9,294,0
4/16/20,Clinton,8,78,0
4/16/20,Columbia,146,91,3
4/16/20,Crawford,16,521,0
4/16/20,Cumberland,137,724,4
4/16/20,Dauphin,287,2110,7
4/16/20,Delaware,1999,5656,69
4/16/20,Elk,2,104,0
4/16/20,Erie,46,1168,0
4/16/20,Fayette,60,1226,3
4/16/20,Forest,7,20,0
4/16/20,Franklin,80,1932,0
4/16/20,Fulton,2,50,0
4/16/20,Greene,24,286,0
4/16/20,Huntingdon,12,168,0
4/16/20,Indiana,44,375,2
4/16/20,Jefferson,2,220,0
4/16/20,Juniata,56,48,0
4/16/20,Lackawanna,559,1323,28
4/16/20,Lancaster,970,5013,33
4/16/20,Lawrence,55,473,5
4/16/20,Lebanon,380,1697,2
4/16/20,Lehigh,1999,5291,28
4/16/20,Luzerne,1611,2824,28
4/16/20,Lycoming,30,657,0
4/16/20,McKean,4,104,0
4/16/20,Mercer,50,376,0
4/16/20,Mifflin,15,470,0
4/16/20,Monroe,898,1896,29
4/16/20,Montgomery,2544,11054,89
4/16/20,Montour,48,2751,0
4/16/20,Northampton,1296,4437,25
4/16/20,Northumberland,60,191,0
4/16/20,Perry,17,99,1
4/16/20,Philadelphia,7684,18034,134
4/16/20,Pike,276,859,7
4/16/20,Potter,4,44,0
4/16/20,Schuylkill,236,1350,4
4/16/20,Snyder,24,102,1
4/16/20,Somerset,14,252,0
4/16/20,Sullivan,1,18,0
4/16/20,Susquehanna,49,141,1
4/16/20,Tioga,13,145,1
4/16/20,Union,25,373,0
4/16/20,Venango,6,171,0
4/16/20,Warren,1,122,0
4/16/20,Washington,73,1287,1
4/16/20,Wayne,77,333,2
4/16/20,Westmoreland,240,3038,13
4/16/20,Wyoming,14,53,1
4/16/20,York,393,4691,4
4/15/20,Adams,64,0,1
4/15/20,Allegheny,904,0,26
4/15/20,Armstrong,29,0,1
4/15/20,Beaver,158,0,14
4/15/20,Bedford,9,0,1
4/15/20,Berks,1335,0,28
4/15/20,Blair,12,0,0
4/15/20,Bradford,19,0,0
4/15/20,Bucks,1300,0,51
4/15/20,Butler,150,0,5
4/15/20,Cambria,14,0,1
4/15/20,Cameron,1,0,0
4/15/20,Carbon,112,0,6
4/15/20,Centre,72,0,0
4/15/20,Chester,658,0,25
4/15/20,Clarion,16,0,0
4/15/20,Clearfield,9,0,0
4/15/20,Clinton,8,0,0
4/15/20,Columbia,131,0,3
4/15/20,Crawford,16,0,0
4/15/20,Cumberland,131,0,4
4/15/20,Dauphin,271,0,5
4/15/20,Delaware,1882,0,59
4/15/20,Elk,2,0,0
4/15/20,Erie,42,0,0
4/15/20,Fayette,58,0,3
4/15/20,Forest,5,0,0
4/15/20,Franklin,78,0,0
4/15/20,Fulton,2,0,0
4/15/20,Greene,23,0,0
4/15/20,Huntingdon,12,0,0
4/15/20,Indiana,43,0,1
4/15/20,Jefferson,2,0,0
4/15/20,Juniata,47,0,0
4/15/20,Lackawanna,527,0,26
4/15/20,Lancaster,914,0,29
4/15/20,Lawrence,55,0,5
4/15/20,Lebanon,349,0,2
4/15/20,Lehigh,1922,0,25
4/15/20,Luzerne,1567,0,27
4/15/20,Lycoming,30,0,0
4/15/20,McKean,4,0,0
4/15/20,Mercer,47,0,0
4/15/20,Mifflin,15,0,0
4/15/20,Monroe,872,0,28
4/15/20,Montgomery,2475,0,82
4/15/20,Montour,44,0,0
4/15/20,Northampton,1251,0,25
4/15/20,Northumberland,56,0,0
4/15/20,Perry,17,0,1
4/15/20,Philadelphia,7347,0,132
4/15/20,Pike,268,0,7
4/15/20,Potter,4,0,0
4/15/20,Schuylkill,212,0,3
4/15/20,Snyder,24,0,1
4/15/20,Somerset,14,0,0
4/15/20,Sullivan,1,0,0
4/15/20,Susquehanna,40,0,1
4/15/20,Tioga,13,0,1
4/15/20,Union,23,0,0
4/15/20,Venango,6,0,0
4/15/20,Warren,1,0,0
4/15/20,Washington,71,0,1
4/15/20,Wayne,75,0,2
4/15/20,Westmoreland,237,0,11
4/15/20,Wyoming,13,0,0
4/15/20,York,381,0,4
4/14/20,Adams,63,0,1
4/14/20,Allegheny,893,0,24
4/14/20,Armstrong,28,0,1
4/14/20,Beaver,156,0,14
4/14/20,Bedford,5,0,1
4/14/20,Berks,1247,0,27
4/14/20,Blair,11,0,0
4/14/20,Bradford,19,0,0
4/14/20,Bucks,1222,0,40
4/14/20,Butler,143,0,5
4/14/20,Cambria,14,0,1
4/14/20,Cameron,1,0,0
4/14/20,Carbon,103,0,3
4/14/20,Centre,70,0,0
4/14/20,Chester,621,0,20
4/14/20,Clarion,16,0,0
4/14/20,Clearfield,9,0,0
4/14/20,Clinton,8,0,0
4/14/20,Columbia,125,0,3
4/14/20,Crawford,16,0,0
4/14/20,Cumberland,124,0,4
4/14/20,Dauphin,249,0,5
4/14/20,Delaware,1806,0,45
4/14/20,Elk,2,0,0
4/14/20,Erie,41,0,0
4/14/20,Fayette,58,0,3
4/14/20,Forest,5,0,0
4/14/20,Franklin,69,0,0
4/14/20,Fulton,2,0,0
4/14/20,Greene,23,0,0
4/14/20,Huntingdon,11,0,0
4/14/20,Indiana,43,0,0
4/14/20,Jefferson,2,0,0
4/14/20,Juniata,43,0,0
4/14/20,Lackawanna,501,0,24
4/14/20,Lancaster,865,0,26
4/14/20,Lawrence,51,0,4
4/14/20,Lebanon,328,0,2
4/14/20,Lehigh,1803,0,23
4/14/20,Luzerne,1523,0,26
4/14/20,Lycoming,29,0,0
4/14/20,McKean,4,0,0
4/14/20,Mercer,44,0,0
4/14/20,Mifflin,16,0,0
4/14/20,Monroe,847,0,27
4/14/20,Montgomery,2354,0,76
4/14/20,Montour,44,0,0
4/14/20,Northampton,1176,0,25
4/14/20,Northumberland,48,0,0
4/14/20,Perry,17,0,1
4/14/20,Philadelphia,7121,0,131
4/14/20,Pike,256,0,6
4/14/20,Potter,4,0,0
4/14/20,Schuylkill,200,0,2
4/14/20,Snyder,24,0,1
4/14/20,Somerset,13,0,0
4/14/20,Sullivan,1,0,0
4/14/20,Susquehanna,32,0,1
4/14/20,Tioga,13,0,1
4/14/20,Union,23,0,0
4/14/20,Venango,6,0,0
4/14/20,Warren,1,0,0
4/14/20,Washington,70,0,1
4/14/20,Wayne,70,0,1
4/14/20,Westmoreland,231,0,6
4/14/20,Wyoming,11,0,0
4/14/20,York,371,0,3
4/13/20,Adams,56,0,1
4/13/20,Allegheny,876,0,21
4/13/20,Armstrong,28,0,1
4/13/20,Beaver,153,0,13
4/13/20,Bedford,5,0,1
4/13/20,Berks,1150,0,21
4/13/20,Blair,11,0,0
4/13/20,Bradford,19,0,0
4/13/20,Bucks,1177,0,36
4/13/20,Butler,143,0,4
4/13/20,Cambria,14,0,1
4/13/20,Cameron,1,0,0
4/13/20,Carbon,102,0,3
4/13/20,Centre,70,0,0
4/13/20,Chester,593,0,17
4/13/20,Clarion,16,0,0
4/13/20,Clearfield,9,0,0
4/13/20,Clinton,8,0,0
4/13/20,Columbia,113,0,3
4/13/20,Crawford,16,0,0
4/13/20,Cumberland,122,0,3
4/13/20,Dauphin,240,0,4
4/13/20,Delaware,1712,0,40
4/13/20,Elk,2,0,0
4/13/20,Erie,39,0,0
4/13/20,Fayette,57,0,3
4/13/20,Forest,5,0,0
4/13/20,Franklin,66,0,0
4/13/20,Fulton,1,0,0
4/13/20,Greene,23,0,0
4/13/20,Huntingdon,11,0,0
4/13/20,Indiana,43,0,0
4/13/20,Jefferson,2,0,0
4/13/20,Juniata,39,0,0
4/13/20,Lackawanna,459,0,21
4/13/20,Lancaster,828,0,24
4/13/20,Lawrence,51,0,4
4/13/20,Lebanon,284,0,2
4/13/20,Lehigh,1747,0,19
4/13/20,Luzerne,1446,0,21
4/13/20,Lycoming,28,0,0
4/13/20,McKean,3,0,0
4/13/20,Mercer,43,0,0
4/13/20,Mifflin,17,0,0
4/13/20,Monroe,816,0,24
4/13/20,Montgomery,2285,0,65
4/13/20,Montour,39,0,0
4/13/20,Northampton,1130,0,23
4/13/20,Northumberland,40,0,0
4/13/20,Perry,17,0,1
4/13/20,Philadelphia,6810,0,127
4/13/20,Pike,221,0,6
4/13/20,Potter,4,0,0
4/13/20,Schuylkill,192,0,2
4/13/20,Snyder,23,0,1
4/13/20,Somerset,13,0,0
4/13/20,Sullivan,1,0,0
4/13/20,Susquehanna,31,0,1
4/13/20,Tioga,14,0,1
4/13/20,Union,21,0,0
4/13/20,Venango,6,0,0
4/13/20,Warren,1,0,0
4/13/20,Washington,69,0,0
4/13/20,Wayne,67,0,1
4/13/20,Westmoreland,228,0,6
4/13/20,Wyoming,12,0,0
4/13/20,York,331,0,3
4/12/20,Adams,48,0,1
4/12/20,Allegheny,857,0,19
4/12/20,Armstrong,27,0,1
4/12/20,Beaver,145,0,13
4/12/20,Bedford,5,0,1
4/12/20,Berks,1035,0,20
4/12/20,Blair,10,0,0
4/12/20,Bradford,18,0,0
4/12/20,Bucks,1107,0,32
4/12/20,Butler,133,0,4
4/12/20,Cambria,13,0,1
4/12/20,Cameron,1,0,0
4/12/20,Carbon,102,0,3
4/12/20,Centre,70,0,0
4/12/20,Chester,562,0,17
4/12/20,Clarion,15,0,0
4/12/20,Clearfield,9,0,0
4/12/20,Clinton,8,0,0
4/12/20,Columbia,106,0,3
4/12/20,Crawford,15,0,0
4/12/20,Cumberland,110,0,3
4/12/20,Dauphin,229,0,4
4/12/20,Delaware,1594,0,39
4/12/20,Elk,2,0,0
4/12/20,Erie,39,0,0
4/12/20,Fayette,54,0,3
4/12/20,Forest,5,0,0
4/12/20,Franklin,64,0,0
4/12/20,Fulton,1,0,0
4/12/20,Greene,23,0,0
4/12/20,Huntingdon,10,0,0
4/12/20,Indiana,40,0,0
4/12/20,Jefferson,2,0,0
4/12/20,Juniata,38,0,0
4/12/20,Lackawanna,427,0,20
4/12/20,Lancaster,772,0,24
4/12/20,Lawrence,49,0,4
4/12/20,Lebanon,270,0,1
4/12/20,Lehigh,1684,0,18
4/12/20,Luzerne,1411,0,17
4/12/20,Lycoming,23,0,0
4/12/20,McKean,2,0,0
4/12/20,Mercer,40,0,0
4/12/20,Mifflin,12,0,0
4/12/20,Monroe,795,0,23
4/12/20,Montgomery,2164,0,63
4/12/20,Montour,29,0,0
4/12/20,Northampton,1082,0,23
4/12/20,Northumberland,37,0,0
4/12/20,Perry,16,0,1
4/12/20,Philadelphia,6352,0,128
4/12/20,Pike,212,0,6
4/12/20,Potter,4,0,0
4/12/20,Schuylkill,188,0,2
4/12/20,Snyder,20,0,1
4/12/20,Somerset,12,0,0
4/12/20,Sullivan,1,0,0
4/12/20,Susquehanna,25,0,1
4/12/20,Tioga,13,0,1
4/12/20,Union,19,0,0
4/12/20,Venango,6,0,0
4/12/20,Warren,1,0,0
4/12/20,Washington,68,0,0
4/12/20,Wayne,63,0,1
4/12/20,Westmoreland,223,0,6
4/12/20,Wyoming,9,0,0
4/12/20,York,307,0,3
4/11/20,Adams,44,0,1
4/11/20,Allegheny,836,0,19
4/11/20,Armstrong,26,0,1
4/11/20,Beaver,143,0,13
4/11/20,Bedford,5,0,1
4/11/20,Berks,930,0,19
4/11/20,Blair,10,0,0
4/11/20,Bradford,18,0,0
4/11/20,Bucks,1051,0,29
4/11/20,Butler,128,0,3
4/11/20,Cambria,13,0,1
